08212|HKD|131044.15|16886.74|110871.21|2016-06-21
08125|AUD|60048.99|44839.18|294396.17|2016-06-21
08125|CAD|150859.99|117887.57|774002.26|2016-06-21
08125|EUR|9.79|11.09|72.83|2016-06-21
08125|HKD|420470.27|54183.06|355743.07|2016-06-21
08125|USD|58089.45|58089.45|381392.09|2016-06-21
08206|AUD|60048.99|44839.18|294396.17|2016-06-21
08206|CAD|148432.24|115990.44|761546.45|2016-06-21
08206|EUR|9.79|11.09|72.83|2016-06-21
08206|HKD|230439.31|29695.10|194965.48|2016-06-21
08206|USD|55886.59|55886.59|366928.99|2016-06-21
08211|CAD|2427.75|1897.13|12455.81|2016-06-21
08211|HKD|190030.95|24487.95|160777.58|2016-06-21
08211|USD|2202.85|2202.85|14463.03|2016-06-21
08126|AUD|9730.31|7265.71|47703.81|2016-06-21
08126|HKD|275529.68|35505.58|233114.64|2016-06-21
08126|USD|107434.62|107434.62|705372.74|2016-06-21
08207|AUD|9730.31|7265.71|47703.81|2016-06-21
08207|HKD|273390.95|35229.97|231305.14|2016-06-21
08207|USD|107434.62|107434.62|705372.74|2016-06-21
08217|HKD|2138.72|275.60|1809.48|2016-06-21
08133|CAD|1739.95|1359.66|8926.98|2016-06-21
08133|HKD|117427.32|15132.03|99350.55|2016-06-21
08133|USD|208185.15|208185.15|1366860.42|2016-06-21
08213|CAD|1739.95|1359.66|8926.98|2016-06-21
08213|HKD|117427.32|15132.03|99350.55|2016-06-21
08213|USD|208185.15|208185.15|1366860.42|2016-06-21
08101|HKD|161189538.57|20771367.50|136376021.00|2016-06-21
08101|USD|8064191.30|8064191.30|52946254.39|2016-06-21
08108|HKD|161189538.57|20771367.50|136376021.00|2016-06-21
08108|USD|8064191.30|8064191.30|52946254.39|2016-06-21
08135|CAD|3179.19|2484.33|16311.15|2016-06-21
08135|HKD|221031.15|28482.73|187005.61|2016-06-21
08135|USD|204233.52|204233.52|1340915.59|2016-06-21
08209|HKD|1474.44|190.00|1247.46|2016-06-21
08209|USD|2308.85|2308.85|15158.98|2016-06-21
08210|HKD|17555.54|2262.25|14853.04|2016-06-21
08210|USD|9636.02|9636.02|63266.25|2016-06-21
08215|HKD|46146.56|5946.58|39042.75|2016-06-21
08215|USD|1954.85|1954.85|12834.76|2016-06-21
08216|CAD|3179.19|2484.33|16311.15|2016-06-21
08216|HKD|174884.59|22536.15|147962.85|2016-06-21
08216|USD|202278.67|202278.67|1328080.83|2016-06-21
